InternshipID,InternshipRole,RequiredSkills,Organization,CityLocation,Stipend,Duration,EducationRequired,MinAge,MaxAge,InternshipType,RequiredSkills_lst
1349,Cloud Developer Intern,"Java, Cloud",DevHub,Ahmedabad,16000 INR,6 months,M.Tech,18,26,Remote,"['Cloud', 'Java']"
1350,Backend Developer Intern,"Java, Backend",WebSolutions,Pune,18000 INR,2 months,B.Sc,21,29,Office-centric,"['Backend', 'Java']"
1351,ML Engineer Intern,"Python, ML",CloudNet,Ahmedabad,28000 INR,5 months,M.Tech,21,29,Remote,"['ML', 'Python']"
1352,Cloud Developer Intern,"Java, Cloud",NextGenTech,Chennai,28000 INR,5 months,BCA,22,23,Remote,"['Cloud', 'Java']"
1353,ML Engineer Intern,"Python, ML",SoftLab,Hyderabad,26000 INR,2 months,B.Tech,21,28,Remote,"['ML', 'Python']"
1354,Cloud Developer Intern,"Java, Cloud",DataWorks,Kolkata,28000 INR,6 months,M.Tech,21,25,Office-centric,"['Cloud', 'Java']"
1355,Backend Developer Intern,"Java, Backend",AlgoNext,Gurgaon,12000 INR,3 months,B.Sc,20,30,Office-centric,"['Backend', 'Java']"
1356,ML Engineer Intern,"Python, ML",WebSolutions,Delhi,8000 INR,6 months,M.Tech,21,27,Remote,"['ML', 'Python']"
1357,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Kolkata,20000 INR,4 months,MCA,18,26,Remote,"['Data Analysis', 'SQL']"
1358,ML Engineer Intern,"Python, ML",NextGenTech,Hyderabad,26000 INR,6 months,MCA,22,28,Remote,"['ML', 'Python']"
1359,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Delhi,20000 INR,6 months,M.Tech,20,26,Office-centric,"['Data Analysis', 'SQL']"
1360,Backend Developer Intern,"Java, Backend",InnovateX,Noida,16000 INR,2 months,M.Tech,20,25,Office-centric,"['Backend', 'Java']"
1361,Web Developer Intern,"Python, HTML, CSS",NextGenTech,Noida,30000 INR,2 months,M.Tech,21,28,Office-centric,"['CSS', 'HTML', 'Python']"
1362,Cloud Developer Intern,"Java, Cloud",InnovateX,Mumbai,26000 INR,5 months,BCA,21,25,Office-centric,"['Cloud', 'Java']"
1363,Backend Developer Intern,"Java, Backend",InnovateX,Mumbai,20000 INR,6 months,BCA,22,23,Remote,"['Backend', 'Java']"
1364,Frontend Developer Intern,"JavaScript, React",AlgoNext,Chennai,28000 INR,2 months,B.Tech,21,28,Office-centric,"['JavaScript', 'React']"
1365,Cloud Developer Intern,"Java, Cloud",WebSolutions,Delhi,20000 INR,1 month,MCA,20,25,Office-centric,"['Cloud', 'Java']"
1366,Frontend Developer Intern,"JavaScript, React",ByteWorks,Noida,16000 INR,4 months,MCA,20,27,Remote,"['JavaScript', 'React']"
1367,ML Engineer Intern,"Python, ML",WebSolutions,Chennai,10000 INR,2 months,MCA,22,26,Office-centric,"['ML', 'Python']"
1368,Backend Developer Intern,"Java, Backend",TechCorp,Bangalore,26000 INR,4 months,BCA,18,30,Office-centric,"['Backend', 'Java']"
1369,ML Engineer Intern,"Python, ML",TechCorp,Delhi,24000 INR,5 months,B.Sc,21,29,Remote,"['ML', 'Python']"
1370,Frontend Developer Intern,"JavaScript, React",DevHub,Kolkata,10000 INR,2 months,B.Tech,21,23,Office-centric,"['JavaScript', 'React']"
1371,Frontend Developer Intern,"JavaScript, React",DevHub,Delhi,12000 INR,2 months,B.Tech,20,29,Office-centric,"['JavaScript', 'React']"
1372,Backend Developer Intern,"Java, Backend",WebSolutions,Hyderabad,10000 INR,5 months,B.Tech,21,30,Office-centric,"['Backend', 'Java']"
1373,Backend Developer Intern,"Java, Backend",WebSolutions,Ahmedabad,22000 INR,3 months,B.Sc,18,28,Remote,"['Backend', 'Java']"
1374,Cloud Developer Intern,"Java, Cloud",NextGenTech,Chennai,10000 INR,5 months,MCA,22,28,Office-centric,"['Cloud', 'Java']"
1375,Data Analyst Intern,"Data Analysis, SQL",DevHub,Gurgaon,18000 INR,6 months,M.Tech,21,26,Remote,"['Data Analysis', 'SQL']"
1376,ML Engineer Intern,"Python, ML",DevHub,Ahmedabad,12000 INR,1 month,B.Tech,20,30,Remote,"['ML', 'Python']"
1377,ML Engineer Intern,"Python, ML",TechCorp,Ahmedabad,28000 INR,5 months,BCA,18,27,Office-centric,"['ML', 'Python']"
1378,ML Engineer Intern,"Python, ML",AlgoNext,Bangalore,28000 INR,4 months,B.Tech,22,27,Office-centric,"['ML', 'Python']"
1379,Data Analyst Intern,"Data Analysis, SQL",WebSolutions,Kolkata,10000 INR,2 months,MCA,18,23,Remote,"['Data Analysis', 'SQL']"
1380,Web Developer Intern,"Python, HTML, CSS",DataWorks,Chennai,26000 INR,5 months,B.Sc,18,23,Office-centric,"['CSS', 'HTML', 'Python']"
1381,ML Engineer Intern,"Python, ML",CloudNet,Chennai,24000 INR,4 months,MCA,18,29,Office-centric,"['ML', 'Python']"
1382,Backend Developer Intern,"Java, Backend",NextGenTech,Chennai,28000 INR,5 months,BCA,19,30,Remote,"['Backend', 'Java']"
1383,Web Developer Intern,"Python, HTML, CSS",ByteWorks,Mumbai,14000 INR,6 months,B.Tech,18,25,Office-centric,"['CSS', 'HTML', 'Python']"
1384,ML Engineer Intern,"Python, ML",WebSolutions,Noida,24000 INR,3 months,BCA,19,26,Office-centric,"['ML', 'Python']"
1385,Web Developer Intern,"Python, HTML, CSS",TechCorp,Bangalore,28000 INR,3 months,BCA,21,30,Office-centric,"['CSS', 'HTML', 'Python']"
1386,Web Developer Intern,"Python, HTML, CSS",TechCorp,Hyderabad,8000 INR,3 months,B.Tech,22,30,Office-centric,"['CSS', 'HTML', 'Python']"
1387,Data Analyst Intern,"Data Analysis, SQL",WebSolutions,Bangalore,20000 INR,5 months,M.Tech,20,27,Remote,"['Data Analysis', 'SQL']"
1388,ML Engineer Intern,"Python, ML",DevHub,Kolkata,24000 INR,5 months,M.Tech,21,26,Remote,"['ML', 'Python']"
1389,ML Engineer Intern,"Python, ML",AlgoNext,Delhi,28000 INR,5 months,MCA,21,30,Office-centric,"['ML', 'Python']"
1390,Web Developer Intern,"Python, HTML, CSS",AlgoNext,Pune,24000 INR,3 months,M.Tech,19,28,Office-centric,"['CSS', 'HTML', 'Python']"
1391,Cloud Developer Intern,"Java, Cloud",ByteWorks,Mumbai,10000 INR,3 months,MCA,20,27,Remote,"['Cloud', 'Java']"
1392,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Delhi,12000 INR,1 month,MCA,20,24,Office-centric,"['Data Analysis', 'SQL']"
1393,Web Developer Intern,"Python, HTML, CSS",ByteWorks,Noida,10000 INR,6 months,MCA,21,28,Remote,"['CSS', 'HTML', 'Python']"
1394,Data Analyst Intern,"Data Analysis, SQL",ByteWorks,Bangalore,30000 INR,6 months,M.Tech,22,29,Remote,"['Data Analysis', 'SQL']"
1395,ML Engineer Intern,"Python, ML",CloudNet,Pune,14000 INR,3 months,B.Tech,20,23,Office-centric,"['ML', 'Python']"
1396,Cloud Developer Intern,"Java, Cloud",WebSolutions,Gurgaon,20000 INR,5 months,M.Tech,22,30,Office-centric,"['Cloud', 'Java']"
1397,ML Engineer Intern,"Python, ML",DevHub,Bangalore,26000 INR,6 months,MCA,19,24,Office-centric,"['ML', 'Python']"
1398,Backend Developer Intern,"Java, Backend",WebSolutions,Gurgaon,24000 INR,5 months,M.Tech,20,24,Office-centric,"['Backend', 'Java']"
1399,Web Developer Intern,"Python, HTML, CSS",WebSolutions,Hyderabad,10000 INR,3 months,M.Tech,18,26,Office-centric,"['CSS', 'HTML', 'Python']"
1400,Cloud Developer Intern,"Java, Cloud",DevHub,Pune,22000 INR,1 month,BCA,18,24,Office-centric,"['Cloud', 'Java']"
1401,Web Developer Intern,"Python, HTML, CSS",InnovateX,Hyderabad,8000 INR,4 months,B.Sc,22,25,Office-centric,"['CSS', 'HTML', 'Python']"
1402,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Bangalore,8000 INR,1 month,BCA,18,24,Remote,"['Data Analysis', 'SQL']"
1403,Web Developer Intern,"Python, HTML, CSS",SoftLab,Chennai,22000 INR,5 months,M.Tech,18,27,Remote,"['CSS', 'HTML', 'Python']"
1404,Frontend Developer Intern,"JavaScript, React",CloudNet,Hyderabad,22000 INR,4 months,M.Tech,21,27,Remote,"['JavaScript', 'React']"
1405,Frontend Developer Intern,"JavaScript, React",AlgoNext,Mumbai,14000 INR,1 month,M.Tech,18,25,Remote,"['JavaScript', 'React']"
1406,Web Developer Intern,"Python, HTML, CSS",NextGenTech,Ahmedabad,18000 INR,5 months,B.Tech,20,25,Remote,"['CSS', 'HTML', 'Python']"
1407,Web Developer Intern,"Python, HTML, CSS",SoftLab,Hyderabad,28000 INR,2 months,BCA,18,30,Office-centric,"['CSS', 'HTML', 'Python']"
1408,Cloud Developer Intern,"Java, Cloud",TechCorp,Noida,22000 INR,2 months,M.Tech,20,30,Office-centric,"['Cloud', 'Java']"
1409,ML Engineer Intern,"Python, ML",TechCorp,Gurgaon,20000 INR,1 month,MCA,18,29,Office-centric,"['ML', 'Python']"
1410,Data Analyst Intern,"Data Analysis, SQL",SoftLab,Ahmedabad,10000 INR,3 months,BCA,20,30,Remote,"['Data Analysis', 'SQL']"
1411,Web Developer Intern,"Python, HTML, CSS",DataWorks,Chennai,8000 INR,4 months,M.Tech,21,23,Remote,"['CSS', 'HTML', 'Python']"
1412,Frontend Developer Intern,"JavaScript, React",CloudNet,Hyderabad,20000 INR,6 months,MCA,20,27,Office-centric,"['JavaScript', 'React']"
1413,ML Engineer Intern,"Python, ML",ByteWorks,Pune,30000 INR,5 months,M.Tech,22,24,Remote,"['ML', 'Python']"
1414,Data Analyst Intern,"Data Analysis, SQL",WebSolutions,Pune,8000 INR,5 months,MCA,19,30,Office-centric,"['Data Analysis', 'SQL']"
1415,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Delhi,28000 INR,6 months,MCA,21,26,Remote,"['Data Analysis', 'SQL']"
1416,Web Developer Intern,"Python, HTML, CSS",SoftLab,Kolkata,22000 INR,2 months,B.Sc,22,23,Office-centric,"['CSS', 'HTML', 'Python']"
1417,Cloud Developer Intern,"Java, Cloud",CloudNet,Kolkata,14000 INR,1 month,M.Tech,22,30,Remote,"['Cloud', 'Java']"
1418,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Ahmedabad,26000 INR,5 months,B.Sc,19,25,Remote,"['Data Analysis', 'SQL']"
1419,ML Engineer Intern,"Python, ML",DevHub,Chennai,22000 INR,4 months,B.Sc,19,24,Office-centric,"['ML', 'Python']"
1420,Web Developer Intern,"Python, HTML, CSS",InnovateX,Noida,20000 INR,1 month,MCA,20,27,Remote,"['CSS', 'HTML', 'Python']"
1421,Data Analyst Intern,"Data Analysis, SQL",SoftLab,Mumbai,22000 INR,3 months,MCA,18,30,Remote,"['Data Analysis', 'SQL']"
1422,Web Developer Intern,"Python, HTML, CSS",DevHub,Pune,12000 INR,5 months,MCA,19,29,Remote,"['CSS', 'HTML', 'Python']"
1423,Cloud Developer Intern,"Java, Cloud",DataWorks,Noida,20000 INR,4 months,MCA,22,25,Remote,"['Cloud', 'Java']"
1424,ML Engineer Intern,"Python, ML",SoftLab,Delhi,30000 INR,1 month,BCA,22,25,Remote,"['ML', 'Python']"
1425,Frontend Developer Intern,"JavaScript, React",TechCorp,Pune,30000 INR,1 month,M.Tech,20,25,Office-centric,"['JavaScript', 'React']"
1426,Cloud Developer Intern,"Java, Cloud",ByteWorks,Noida,12000 INR,1 month,M.Tech,18,23,Office-centric,"['Cloud', 'Java']"
1427,Web Developer Intern,"Python, HTML, CSS",NextGenTech,Noida,24000 INR,1 month,B.Sc,18,29,Remote,"['CSS', 'HTML', 'Python']"
1428,ML Engineer Intern,"Python, ML",ByteWorks,Hyderabad,20000 INR,1 month,M.Tech,18,29,Office-centric,"['ML', 'Python']"
1429,Frontend Developer Intern,"JavaScript, React",ByteWorks,Mumbai,26000 INR,2 months,MCA,20,23,Remote,"['JavaScript', 'React']"
1430,Data Analyst Intern,"Data Analysis, SQL",DevHub,Kolkata,22000 INR,1 month,B.Sc,18,23,Remote,"['Data Analysis', 'SQL']"
1431,Frontend Developer Intern,"JavaScript, React",DevHub,Kolkata,16000 INR,4 months,M.Tech,19,30,Remote,"['JavaScript', 'React']"
1432,Backend Developer Intern,"Java, Backend",AlgoNext,Kolkata,26000 INR,1 month,MCA,20,28,Remote,"['Backend', 'Java']"
1433,Backend Developer Intern,"Java, Backend",WebSolutions,Pune,24000 INR,6 months,M.Tech,20,29,Remote,"['Backend', 'Java']"
1434,Cloud Developer Intern,"Java, Cloud",ByteWorks,Mumbai,22000 INR,4 months,B.Sc,22,26,Office-centric,"['Cloud', 'Java']"
1435,Backend Developer Intern,"Java, Backend",SoftLab,Mumbai,28000 INR,5 months,BCA,21,26,Office-centric,"['Backend', 'Java']"
1436,Backend Developer Intern,"Java, Backend",TechCorp,Chennai,16000 INR,6 months,BCA,18,27,Remote,"['Backend', 'Java']"
1437,Frontend Developer Intern,"JavaScript, React",ByteWorks,Mumbai,26000 INR,4 months,B.Tech,18,23,Remote,"['JavaScript', 'React']"
1438,Data Analyst Intern,"Data Analysis, SQL",SoftLab,Kolkata,26000 INR,5 months,BCA,22,30,Remote,"['Data Analysis', 'SQL']"
1439,Backend Developer Intern,"Java, Backend",InnovateX,Hyderabad,22000 INR,2 months,B.Tech,20,25,Office-centric,"['Backend', 'Java']"
1440,Cloud Developer Intern,"Java, Cloud",InnovateX,Gurgaon,14000 INR,4 months,M.Tech,20,25,Remote,"['Cloud', 'Java']"
1441,ML Engineer Intern,"Python, ML",TechCorp,Pune,8000 INR,2 months,B.Sc,22,28,Office-centric,"['ML', 'Python']"
1442,Backend Developer Intern,"Java, Backend",DataWorks,Ahmedabad,18000 INR,5 months,M.Tech,21,29,Remote,"['Backend', 'Java']"
1443,ML Engineer Intern,"Python, ML",ByteWorks,Pune,22000 INR,4 months,M.Tech,22,27,Remote,"['ML', 'Python']"
1444,ML Engineer Intern,"Python, ML",CloudNet,Mumbai,26000 INR,2 months,BCA,22,27,Remote,"['ML', 'Python']"
1445,Backend Developer Intern,"Java, Backend",NextGenTech,Delhi,26000 INR,4 months,MCA,18,23,Remote,"['Backend', 'Java']"
1446,Cloud Developer Intern,"Java, Cloud",InnovateX,Ahmedabad,10000 INR,1 month,MCA,18,23,Office-centric,"['Cloud', 'Java']"
1447,Cloud Developer Intern,"Java, Cloud",TechCorp,Noida,24000 INR,1 month,MCA,21,27,Office-centric,"['Cloud', 'Java']"
1448,Backend Developer Intern,"Java, Backend",TechCorp,Ahmedabad,18000 INR,3 months,MCA,22,30,Office-centric,"['Backend', 'Java']"
1449,Frontend Developer Intern,"JavaScript, React",DataWorks,Chennai,30000 INR,4 months,BCA,21,25,Remote,"['JavaScript', 'React']"
1450,Backend Developer Intern,"Java, Backend",CloudNet,Bangalore,24000 INR,3 months,MCA,21,27,Office-centric,"['Backend', 'Java']"
1451,Data Analyst Intern,"Data Analysis, SQL",SoftLab,Chennai,24000 INR,2 months,MCA,20,27,Remote,"['Data Analysis', 'SQL']"
1452,Web Developer Intern,"Python, HTML, CSS",DataWorks,Mumbai,30000 INR,5 months,B.Sc,18,28,Remote,"['CSS', 'HTML', 'Python']"
1453,Web Developer Intern,"Python, HTML, CSS",InnovateX,Noida,24000 INR,1 month,B.Tech,18,23,Office-centric,"['CSS', 'HTML', 'Python']"
1454,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Chennai,22000 INR,1 month,M.Tech,21,24,Office-centric,"['Data Analysis', 'SQL']"
1455,Backend Developer Intern,"Java, Backend",DataWorks,Pune,8000 INR,3 months,B.Sc,20,23,Office-centric,"['Backend', 'Java']"
1456,Backend Developer Intern,"Java, Backend",CloudNet,Bangalore,24000 INR,1 month,M.Tech,22,28,Remote,"['Backend', 'Java']"
1457,Frontend Developer Intern,"JavaScript, React",DataWorks,Pune,28000 INR,2 months,BCA,21,29,Office-centric,"['JavaScript', 'React']"
1458,Web Developer Intern,"Python, HTML, CSS",InnovateX,Kolkata,16000 INR,1 month,B.Sc,21,25,Office-centric,"['CSS', 'HTML', 'Python']"
1459,Frontend Developer Intern,"JavaScript, React",TechCorp,Hyderabad,12000 INR,2 months,B.Sc,20,28,Remote,"['JavaScript', 'React']"
1460,ML Engineer Intern,"Python, ML",WebSolutions,Bangalore,30000 INR,4 months,M.Tech,19,23,Office-centric,"['ML', 'Python']"
1461,Cloud Developer Intern,"Java, Cloud",AlgoNext,Gurgaon,16000 INR,5 months,M.Tech,22,25,Remote,"['Cloud', 'Java']"
1462,Web Developer Intern,"Python, HTML, CSS",SoftLab,Noida,8000 INR,3 months,BCA,19,27,Office-centric,"['CSS', 'HTML', 'Python']"
1463,Web Developer Intern,"Python, HTML, CSS",ByteWorks,Ahmedabad,10000 INR,1 month,B.Tech,21,25,Office-centric,"['CSS', 'HTML', 'Python']"
1464,ML Engineer Intern,"Python, ML",AlgoNext,Kolkata,30000 INR,5 months,B.Sc,22,27,Remote,"['ML', 'Python']"
1465,Cloud Developer Intern,"Java, Cloud",WebSolutions,Ahmedabad,16000 INR,4 months,B.Sc,22,28,Office-centric,"['Cloud', 'Java']"
1466,Cloud Developer Intern,"Java, Cloud",SoftLab,Bangalore,14000 INR,2 months,MCA,18,30,Remote,"['Cloud', 'Java']"
1467,Frontend Developer Intern,"JavaScript, React",WebSolutions,Kolkata,20000 INR,4 months,B.Tech,18,25,Office-centric,"['JavaScript', 'React']"
1468,Cloud Developer Intern,"Java, Cloud",DevHub,Delhi,8000 INR,4 months,M.Tech,21,27,Remote,"['Cloud', 'Java']"
1469,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Pune,28000 INR,1 month,M.Tech,21,26,Office-centric,"['Data Analysis', 'SQL']"
1470,Backend Developer Intern,"Java, Backend",AlgoNext,Mumbai,10000 INR,5 months,M.Tech,18,26,Office-centric,"['Backend', 'Java']"
1471,Backend Developer Intern,"Java, Backend",CloudNet,Delhi,24000 INR,2 months,MCA,21,24,Office-centric,"['Backend', 'Java']"
1472,Frontend Developer Intern,"JavaScript, React",InnovateX,Ahmedabad,16000 INR,3 months,M.Tech,18,25,Remote,"['JavaScript', 'React']"
1473,Web Developer Intern,"Python, HTML, CSS",CloudNet,Hyderabad,10000 INR,2 months,B.Sc,22,29,Office-centric,"['CSS', 'HTML', 'Python']"
1474,Web Developer Intern,"Python, HTML, CSS",SoftLab,Noida,18000 INR,3 months,M.Tech,18,25,Remote,"['CSS', 'HTML', 'Python']"
1475,Data Analyst Intern,"Data Analysis, SQL",DevHub,Chennai,26000 INR,6 months,M.Tech,20,23,Remote,"['Data Analysis', 'SQL']"
1476,Backend Developer Intern,"Java, Backend",DevHub,Kolkata,26000 INR,2 months,B.Tech,21,24,Remote,"['Backend', 'Java']"
1477,Cloud Developer Intern,"Java, Cloud",AlgoNext,Kolkata,20000 INR,1 month,M.Tech,22,29,Office-centric,"['Cloud', 'Java']"
1478,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Chennai,22000 INR,5 months,B.Sc,20,28,Remote,"['Data Analysis', 'SQL']"
1479,Backend Developer Intern,"Java, Backend",InnovateX,Mumbai,14000 INR,3 months,BCA,21,29,Remote,"['Backend', 'Java']"
1480,Frontend Developer Intern,"JavaScript, React",TechCorp,Noida,24000 INR,5 months,MCA,19,24,Remote,"['JavaScript', 'React']"
1481,ML Engineer Intern,"Python, ML",NextGenTech,Bangalore,14000 INR,1 month,MCA,19,30,Office-centric,"['ML', 'Python']"
1482,Web Developer Intern,"Python, HTML, CSS",SoftLab,Bangalore,28000 INR,4 months,B.Sc,22,27,Remote,"['CSS', 'HTML', 'Python']"
1483,Frontend Developer Intern,"JavaScript, React",DataWorks,Delhi,22000 INR,3 months,B.Tech,22,26,Remote,"['JavaScript', 'React']"
1484,Web Developer Intern,"Python, HTML, CSS",WebSolutions,Gurgaon,18000 INR,2 months,M.Tech,21,27,Office-centric,"['CSS', 'HTML', 'Python']"
1485,ML Engineer Intern,"Python, ML",WebSolutions,Noida,26000 INR,1 month,B.Tech,19,23,Office-centric,"['ML', 'Python']"
1486,Backend Developer Intern,"Java, Backend",InnovateX,Kolkata,30000 INR,6 months,B.Sc,21,23,Remote,"['Backend', 'Java']"
1487,ML Engineer Intern,"Python, ML",SoftLab,Ahmedabad,8000 INR,1 month,MCA,22,28,Remote,"['ML', 'Python']"
1488,Cloud Developer Intern,"Java, Cloud",WebSolutions,Bangalore,12000 INR,1 month,B.Sc,22,29,Office-centric,"['Cloud', 'Java']"
1489,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Delhi,22000 INR,2 months,M.Tech,21,25,Remote,"['Data Analysis', 'SQL']"
1490,Web Developer Intern,"Python, HTML, CSS",ByteWorks,Mumbai,20000 INR,3 months,MCA,21,30,Office-centric,"['CSS', 'HTML', 'Python']"
1491,Cloud Developer Intern,"Java, Cloud",ByteWorks,Delhi,28000 INR,2 months,M.Tech,18,25,Office-centric,"['Cloud', 'Java']"
1492,Data Analyst Intern,"Data Analysis, SQL",InnovateX,Bangalore,18000 INR,5 months,BCA,19,28,Remote,"['Data Analysis', 'SQL']"
1493,ML Engineer Intern,"Python, ML",TechCorp,Bangalore,16000 INR,2 months,B.Tech,18,24,Office-centric,"['ML', 'Python']"
1494,Web Developer Intern,"Python, HTML, CSS",DataWorks,Gurgaon,28000 INR,3 months,BCA,19,30,Remote,"['CSS', 'HTML', 'Python']"
1495,Web Developer Intern,"Python, HTML, CSS",CloudNet,Delhi,22000 INR,3 months,MCA,18,28,Office-centric,"['CSS', 'HTML', 'Python']"
1496,Backend Developer Intern,"Java, Backend",ByteWorks,Chennai,24000 INR,1 month,B.Sc,22,25,Remote,"['Backend', 'Java']"
1497,Web Developer Intern,"Python, HTML, CSS",InnovateX,Bangalore,28000 INR,6 months,M.Tech,19,23,Office-centric,"['CSS', 'HTML', 'Python']"
1498,Backend Developer Intern,"Java, Backend",CloudNet,Chennai,28000 INR,2 months,B.Tech,20,25,Office-centric,"['Backend', 'Java']"
1499,Web Developer Intern,"Python, HTML, CSS",ByteWorks,Gurgaon,10000 INR,2 months,BCA,18,26,Office-centric,"['CSS', 'HTML', 'Python']"
1500,Backend Developer Intern,"Java, Backend",SoftLab,Bangalore,16000 INR,1 month,B.Sc,22,23,Office-centric,"['Backend', 'Java']"
1501,Backend Developer Intern,"Java, Backend",SoftLab,Ahmedabad,20000 INR,4 months,M.Tech,21,25,Office-centric,"['Backend', 'Java']"
1502,Backend Developer Intern,"Java, Backend",CloudNet,Chennai,20000 INR,4 months,B.Sc,22,24,Office-centric,"['Backend', 'Java']"
1503,Data Analyst Intern,"Data Analysis, SQL",InnovateX,Bangalore,12000 INR,4 months,B.Tech,20,27,Remote,"['Data Analysis', 'SQL']"
1504,Backend Developer Intern,"Java, Backend",SoftLab,Chennai,12000 INR,4 months,M.Tech,20,24,Remote,"['Backend', 'Java']"
1505,Frontend Developer Intern,"JavaScript, React",TechCorp,Chennai,10000 INR,4 months,B.Sc,22,26,Office-centric,"['JavaScript', 'React']"
1506,Backend Developer Intern,"Java, Backend",CloudNet,Delhi,14000 INR,1 month,B.Sc,18,26,Office-centric,"['Backend', 'Java']"
1507,Web Developer Intern,"Python, HTML, CSS",TechCorp,Hyderabad,14000 INR,5 months,M.Tech,18,23,Office-centric,"['CSS', 'HTML', 'Python']"
1508,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Hyderabad,24000 INR,3 months,B.Sc,22,28,Remote,"['Data Analysis', 'SQL']"
1509,Frontend Developer Intern,"JavaScript, React",SoftLab,Delhi,20000 INR,4 months,B.Sc,21,29,Office-centric,"['JavaScript', 'React']"
1510,Frontend Developer Intern,"JavaScript, React",InnovateX,Hyderabad,24000 INR,4 months,BCA,19,28,Office-centric,"['JavaScript', 'React']"
1511,Cloud Developer Intern,"Java, Cloud",SoftLab,Delhi,28000 INR,6 months,B.Sc,21,28,Office-centric,"['Cloud', 'Java']"
1512,Data Analyst Intern,"Data Analysis, SQL",CloudNet,Mumbai,8000 INR,1 month,B.Sc,22,23,Remote,"['Data Analysis', 'SQL']"
1513,Cloud Developer Intern,"Java, Cloud",AlgoNext,Kolkata,26000 INR,6 months,B.Tech,18,29,Office-centric,"['Cloud', 'Java']"
1514,ML Engineer Intern,"Python, ML",DevHub,Ahmedabad,26000 INR,3 months,B.Tech,19,30,Office-centric,"['ML', 'Python']"
1515,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Kolkata,30000 INR,5 months,B.Sc,20,30,Office-centric,"['Data Analysis', 'SQL']"
1516,Frontend Developer Intern,"JavaScript, React",CloudNet,Delhi,20000 INR,2 months,MCA,18,24,Remote,"['JavaScript', 'React']"
1517,Cloud Developer Intern,"Java, Cloud",WebSolutions,Kolkata,22000 INR,6 months,B.Tech,22,28,Remote,"['Cloud', 'Java']"
1518,Frontend Developer Intern,"JavaScript, React",ByteWorks,Chennai,16000 INR,3 months,BCA,19,28,Office-centric,"['JavaScript', 'React']"
1519,Cloud Developer Intern,"Java, Cloud",SoftLab,Delhi,24000 INR,2 months,B.Tech,22,30,Office-centric,"['Cloud', 'Java']"
1520,Frontend Developer Intern,"JavaScript, React",TechCorp,Noida,20000 INR,4 months,M.Tech,20,29,Remote,"['JavaScript', 'React']"
1521,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Gurgaon,28000 INR,2 months,B.Tech,21,28,Remote,"['Data Analysis', 'SQL']"
1522,Web Developer Intern,"Python, HTML, CSS",InnovateX,Chennai,10000 INR,5 months,BCA,20,28,Remote,"['CSS', 'HTML', 'Python']"
1523,Frontend Developer Intern,"JavaScript, React",DevHub,Chennai,18000 INR,1 month,B.Sc,21,23,Remote,"['JavaScript', 'React']"
